,name,corr_score,ret_score,score,rank
188,用友网络,0.531531638953721,0.2086441957124046,0.28037691727477065,135
189,达华智能,0.0136676394866808,0.6925275541685145,0.16685391626286838,192
190,惠程科技,0.26607863485718314,0.8287093698698491,0.446354824746101,59
191,中远海科,0.7022203666788943,0.3074558103989429,0.4461497731173405,60
192,数字认证,0.07202383920975429,0.05580007199308247,-0.12387811336364063,239
193,密尔克卫,0.7830672382529766,0.04254891470200051,0.21828089360677716,163
194,博思软件,0.6491244530052149,0.08518298827887816,0.22020215635405027,162
195,泰豪科技,0.23485784805744706,0.5494244242554276,0.3120468130938243,120
196,丽鹏股份,0.2675829557339002,0.26036319580900824,0.1590882223524639,196
197,华英农业,0.5269817836730122,0.09816065329732676,0.18163835488650215,183
198,京蓝科技,0.4570839431611927,0.9221974435933804,0.6515375285793893,12
199,奥马电器,0.22544818776670925,0.4553507869290368,0.25312446692678003,146
200,环球印务,0.619006462068171,0.7212358332923108,0.7279136343993353,5
201,吉宏股份,0.41962734118025946,0.16579545987128996,0.18376693722510296,182
202,万达信息,0.7677059932508719,0.2385768467958136,0.40393108099425845,83
203,航天信息,0.6184356673461704,0.210251883180608,0.3229062604411439,116
204,智度股份,0.5213733971186101,0.43894805670212544,0.46252952054736374,56
205,东华软件,0.4321080290855828,0.31264343023312424,0.3083945128978023,124
206,厚普股份,0.1037587553759696,0.8116827044185562,0.28418791644773533,133
207,中国软件,0.6909965563762275,0.2425866518256695,0.3819791517546759,96
208,东旭蓝天,0.17152937886220396,0.7811015144104968,0.3430985371223694,107
209,新湖中宝,0.08533922543081793,0.8118738429434801,0.26619285529379755,140
210,爱迪尔,0.6170793174999257,0.6612704924802139,0.688760400251585,9
211,奥拓电子,0.27947479464015185,0.5320553207936327,0.3408557779066419,110
212,东方集团,0.4643884061089281,0.08295519813786775,0.13799672875603064,207
213,ST摩登,0.46884797759916996,0.8360105974906982,0.6441088280644766,13
214,卫士通,0.4646572258396564,0.2416422017941671,0.2717228668413233,138
215,南华期货,0.7096201942442624,0.4151861812723295,0.5470623045300718,30
216,恒久科技,0.0503094732449485,0.5730725338106433,0.1587607585212938,197
217,中嘉博创,0.4638916621533351,0.3833848299202665,0.38291590525749886,95
218,高伟达,0.4255391040101416,0.481799016206994,0.426347894318441,72
219,富通鑫茂,0.36216173181958455,0.5845572418597028,0.4387967803230144,64
220,金奥博,0.7324978140216145,0.600898592123577,0.7195425583132699,7
221,鲁商发展,0.7054045063644914,0.1669547202739945,0.31639887791824994,119
222,宇信科技,0.6801211514272537,0.19891657439695493,0.3374125362955155,111
223,安诺其,0.1354511602140607,0.7304890509893165,0.2944168464399014,130
224,电魂网络,0.672883159349384,0.14641250098589273,0.28587908572749565,132
225,北大荒,0.5830425901387648,0.2616526495335482,0.35205525440685737,105
226,光环新网,0.5687817406664659,0.1607454797845658,0.2564443117204571,142
227,贵阳银行,0.19000630030258253,0.8817045614642796,0.38141365493439316,97
228,传化智联,0.0010326201309996449,0.6178839560929102,0.13044471996369422,213
229,*ST高升,0.35178171116864765,0.4765371241028306,0.3668131467563942,101
230,国网信通,0.772200840014558,0.2084546477310468,0.3763274303531444,98
231,中装建设,0.16015758172221714,0.3542796108965449,0.14061805356019397,206
232,创业慧康,0.6192577421499448,0.4554444607631911,0.5355412712393269,33
233,卫宁健康,0.5829702304850354,0.4605307461586007,0.5181342474490299,37
234,爱康科技,0.5869111746972439,0.7997147587774085,0.7409177029751608,3
235,紫鑫药业,0.1009730907313725,0.5897303781720841,0.21178416012294055,169
236,*ST群兴,0.25558212462360336,0.8682386567902521,0.4440112271043005,61
237,*ST天夏,0.2540633696548901,0.5850205010212489,0.34640206123534223,106
238,安妮股份,0.019146551320666557,0.024272307488911068,-0.18351654045737953,241
239,三力士,0.11949148019571253,0.570601487223479,0.22036826499820583,161
240,神州信息,0.1264694046993282,0.0328019701862299,-0.10327576890003787,238
241,中南建设,0.12544634762678245,0.7235157676273397,0.2827826748092719,134
242,四方精创,0.22035977075986246,0.032525595776887815,-0.042515838883545376,234
